# w2dyn-written: <d-d: U=57.95 U'=57.95 J=0>
#4 BANDS
1 d 1 u 1 d 1 u 5.795000000000000284e+01
1 d 2 d 1 d 2 d 5.795000000000000284e+01
1 d 2 u 1 d 2 u 5.795000000000000284e+01
1 d 3 d 1 d 3 d 5.795000000000000284e+01
1 d 3 u 1 d 3 u 5.795000000000000284e+01
1 d 4 d 1 d 4 d 5.795000000000000284e+01
1 d 4 u 1 d 4 u 5.795000000000000284e+01
1 u 1 d 1 u 1 d 5.795000000000000284e+01
1 u 2 d 1 u 2 d 5.795000000000000284e+01
1 u 2 u 1 u 2 u 5.795000000000000284e+01
1 u 3 d 1 u 3 d 5.795000000000000284e+01
1 u 3 u 1 u 3 u 5.795000000000000284e+01
1 u 4 d 1 u 4 d 5.795000000000000284e+01
1 u 4 u 1 u 4 u 5.795000000000000284e+01
2 d 1 d 2 d 1 d 5.795000000000000284e+01
2 d 1 u 2 d 1 u 5.795000000000000284e+01
2 d 2 u 2 d 2 u 5.795000000000000284e+01
2 d 3 d 2 d 3 d 5.795000000000000284e+01
2 d 3 u 2 d 3 u 5.795000000000000284e+01
2 d 4 d 2 d 4 d 5.795000000000000284e+01
2 d 4 u 2 d 4 u 5.795000000000000284e+01
2 u 1 d 2 u 1 d 5.795000000000000284e+01
2 u 1 u 2 u 1 u 5.795000000000000284e+01
2 u 2 d 2 u 2 d 5.795000000000000284e+01
2 u 3 d 2 u 3 d 5.795000000000000284e+01
2 u 3 u 2 u 3 u 5.795000000000000284e+01
2 u 4 d 2 u 4 d 5.795000000000000284e+01
2 u 4 u 2 u 4 u 5.795000000000000284e+01
3 d 1 d 3 d 1 d 5.795000000000000284e+01
3 d 1 u 3 d 1 u 5.795000000000000284e+01
3 d 2 d 3 d 2 d 5.795000000000000284e+01
3 d 2 u 3 d 2 u 5.795000000000000284e+01
3 d 3 u 3 d 3 u 5.795000000000000284e+01
3 d 4 d 3 d 4 d 5.795000000000000284e+01
3 d 4 u 3 d 4 u 5.795000000000000284e+01
3 u 1 d 3 u 1 d 5.795000000000000284e+01
3 u 1 u 3 u 1 u 5.795000000000000284e+01
3 u 2 d 3 u 2 d 5.795000000000000284e+01
3 u 2 u 3 u 2 u 5.795000000000000284e+01
3 u 3 d 3 u 3 d 5.795000000000000284e+01
3 u 4 d 3 u 4 d 5.795000000000000284e+01
3 u 4 u 3 u 4 u 5.795000000000000284e+01
4 d 1 d 4 d 1 d 5.795000000000000284e+01
4 d 1 u 4 d 1 u 5.795000000000000284e+01
4 d 2 d 4 d 2 d 5.795000000000000284e+01
4 d 2 u 4 d 2 u 5.795000000000000284e+01
4 d 3 d 4 d 3 d 5.795000000000000284e+01
4 d 3 u 4 d 3 u 5.795000000000000284e+01
4 d 4 u 4 d 4 u 5.795000000000000284e+01
4 u 1 d 4 u 1 d 5.795000000000000284e+01
4 u 1 u 4 u 1 u 5.795000000000000284e+01
4 u 2 d 4 u 2 d 5.795000000000000284e+01
4 u 2 u 4 u 2 u 5.795000000000000284e+01
4 u 3 d 4 u 3 d 5.795000000000000284e+01
4 u 3 u 4 u 3 u 5.795000000000000284e+01
4 u 4 d 4 u 4 d 5.795000000000000284e+01
